id,email,password_hash,created_at,role,api_key,last_login,is_active
afd95c24-4b3b-4a16-a850-a62b7e88c4cc,user_7728572@ovhcloud.com,$2b$12$JsGFPpuD8NeyOvellJGxeJYe7i1CBKKqqK/2NZczK/RBjlYFxhX6I,2025-03-17T07:56:07Z,billing,ak_live_def67231cea64ab380a4b76b,2026-02-04T17:18:27Z,true
e4032848-8381-47d9-988c-acdebcd7622b,user_1681375@corp.internal,$2b$12$lFb9/n60ipTMvR.4Z.lVw.G8x2ubRl9j/7nWFS87jeSgHX9ymByag,2025-03-16T19:50:38Z,operator,ak_live_46df99a89b414fe18e0dbd54,2026-02-07T18:10:11Z,true
905dfc72-28d4-4222-853f-96f85eb1a41b,user_4113061@corp.internal,$2b$12$qEdmEdtR8H/jTKLB2UmFxtlm44iTgAlTfb39PKQhKpMZVfWIES69A,2025-04-14T07:25:39Z,support,ak_live_b917d10c6e40417e989d3568,2026-05-05T10:06:21Z,true
e8aa7e0b-ed9e-4b2b-b574-853c7fefe1c1,user_8875405@ovhcloud.com,$2b$12$TcurKSGx6bsbRsoTOh.DKLsWlC4A46M2kmgFhZdmI7rdqV/zUUeSk,2025-03-01T01:38:53Z,support,ak_live_0c4aa5ac0d3e4d239e347fed,2026-02-22T20:38:22Z,true
1265a3c6-a885-4548-b5c1-84616974adae,user_794551@corp.internal,$2b$12$df4En/YEMwq9rVamAhgUMtodlQaEETpfN6DhdtN/qMTaLusMGCDaV,2025-07-14T18:58:58Z,superadmin,ak_live_e161c429c1834fbf99d91e04,2026-01-28T17:01:45Z,true
e9e75acc-71f5-4475-8734-e86db7ee15e6,user_6009861@corp.internal,$2b$12$oZWQ4F4a7eqHJUS7AKuomFypi/lbentCvyE0c81b7zHwAMK9jewnf,2025-06-28T23:33:34Z,api_user,ak_live_e84618fa64554dd182a83fe6,2026-05-16T15:28:16Z,false
c6b1dcd6-84fe-4f93-b2dd-77dca0b90fdd,user_5467298@corp.internal,$2b$12$iONCrJ3aEUi5U1sRteKP4P9bGcZvoN/dqdQOIUazHO9/.yqVqOGBf,2025-05-15T07:02:10Z,viewer,ak_live_bbae942c4620414ebc3c75b3,2026-03-13T04:45:28Z,false
1b060ae6-9b20-4fb4-9102-5566f1be8d7e,user_7712248@ovhcloud.com,$2b$12$neDQjgMrxmJRnraLqSLqEKd3pdH0lwcfSfx/R2thfzTL8qTT72MAR,2025-09-25T11:41:41Z,support,ak_live_5a546b3cd24e4006ba71293d,2026-03-23T04:45:26Z,false
58e4b1c0-75c3-462f-a586-311feccf9a57,user_7906224@lab.internal,$2b$12$fIjDCeqxD5K7I8wNVkougJ4wnq08QaC.ak0TdrjZHl0DNjVrECzPH,2025-02-18T09:52:34Z,viewer,ak_test_c78b68b3981d40afb7ad910e,2026-03-27T18:18:55Z,false
2ee4c5a2-9419-4b7c-b8f5-7c2eb13d90a5,user_3296126@ovhcloud.com,$2b$12$TNOQ.Ozunk6KW3x6pXUL1VV4GKdwYd9Wyplhzb2vDugtg3lBBSgj8,2025-08-25T20:19:08Z,viewer,ak_test_08376740a43e42d98fbef15f,2026-04-14T14:03:29Z,false
