id,email,password_hash,created_at,role,api_key,last_login,is_active
8bd0f803-0ab0-46a2-a1ec-57fe9cd552cd,user_222591@example.org,$2b$12$ie/Nb7erCfqmhmjjzJWosxjph/2.gCivgku29QwA30x7iw9ETfYon,2025-12-03T13:22:13Z,support,ak_live_eddfd1277eab4dbdb6228c39,2026-05-05T15:14:00Z,true
d8f5b34d-e5f1-4d1f-9a58-8751dc16c4c8,user_7828179@ovhcloud.com,$2b$12$uKJLNapUo9r/Eepme8j9egtoeh8CnaluqeAnz1jTJdWP2Ffraokzl,2025-10-09T08:38:09Z,operator,ak_live_c0f80c62a50d488ea8b9fde4,2026-04-28T23:32:01Z,true
414a6af3-bc0b-4558-bed4-3f5aaf5692c1,user_9619383@example.org,$2b$12$yAhcU9U7/Q5DTzNDfI8nRr1ezCdM3fulnpT3tQknb/Yi97i5EIPDa,2025-11-26T10:25:34Z,operator,ak_live_647b69d1c4fb45e4b493b2c6,2026-02-03T14:49:42Z,true
5d0efd13-5273-410c-8687-6e68d7395f84,user_2404286@lab.internal,$2b$12$tQePXSROBvUf8P/ZRcUtRuygT2ZYxdzWbS5ektRP68dAROIzluBDX,2025-09-12T00:16:34Z,billing,ak_test_41d4358a91cc49a5936ef580,2026-02-05T08:40:33Z,true
baa94be3-0059-4c75-8f0a-c88a05049eda,user_3063205@lab.internal,$2b$12$sPhOZa5ZwZ7cqU1N6A1q/q7MLbhI08iiGLHiXFZbCxcY4wKLGcMt/,2025-12-20T11:23:26Z,api_user,ak_live_3ae35bc6808043abb8215425,2026-05-12T14:30:20Z,true
14260af4-3d40-4b5d-a2be-ee6bf6c11fe1,user_7156612@ovhcloud.com,$2b$12$opk4nekSRTGd1crxswRIDfVm45T2akwTNllPzFcV4qFkNlt.LIiM5,2025-10-13T17:21:23Z,support,ak_live_de3dc07afd684d8b91be738b,2026-04-10T08:11:35Z,false
e556dd86-4ab1-40fc-91cd-b45a84c3b7a2,user_6788548@ovhcloud.com,$2b$12$Rwajry0e2c9Gm0LZvnxNrRHdnqB711pYSJ5yX2s0jKqZpUz84UKuB,2025-09-09T13:33:08Z,billing,ak_live_a4b6870c599044b4bea956e7,2026-03-10T08:13:54Z,true
9db472a6-b247-4ca1-9677-a4548997d3ac,user_3211972@corp.internal,$2b$12$.JaxALx76Q6NKPMeD5KUXxHp1LZSMJI.STUOiXF.DZ0Ez6jGKShnZ,2025-02-20T02:12:12Z,billing,ak_live_8face88bc86f44cda8a23f85,2026-04-26T06:03:04Z,false
14601345-9905-484a-a336-cd6d20968360,user_6605138@corp.internal,$2b$12$YOGkDV3pJHGPX0trIjO5NlSlT9CEH2Vink29GbCHUMnqv5HXr3EcX,2025-12-11T22:10:54Z,admin,ak_test_7abaaafa3b99455b86713c2b,2026-05-17T22:51:16Z,false
a122b5cd-a88c-4a90-bc9b-a5128f4afb29,user_6316455@lab.internal,$2b$12$965DCNNJ733Tm.l9agm8kJS0zf2pK1mwyc/zeMsJm0g8lVpxV9d1R,2025-02-27T09:17:47Z,api_user,ak_test_475f41a9208c4b85a6ca905e,2026-04-19T07:28:54Z,true
019b6547-b9c9-45a5-bbc3-bb91f7ef6d43,user_377330@ovhcloud.com,$2b$12$aH6xOBXR19ktlFCQpaNnxVUfP0uDvLIG/0L3TqvRYXEPzmVn1kFIQ,2025-12-01T22:13:49Z,viewer,ak_test_ffc53b299e354177a0ac447b,2026-01-28T11:23:03Z,true
3afcf46e-0498-4afa-8db8-6d4441cdf084,user_9137340@lab.internal,$2b$12$EkH/ltPbsRkiA1g45fYqXGhiu0IGZdixom6QQyd8lbRBZXQb3JQA4,2025-11-08T00:02:19Z,operator,ak_test_67b3eaaea7314ce191c7dee7,2026-05-08T06:01:24Z,true
2e9f5f57-2c68-47a1-93f6-79ed8c039810,user_845774@lab.internal,$2b$12$KwGyw96ytvgdyCC254/FWQLDHthS/oqXFYbCbIGbcgC6z1uSXZ1vz,2025-05-02T22:55:01Z,viewer,ak_test_7b3889b8dd5e4657b6b7a962,2026-03-01T05:08:11Z,true
e8d43209-04dd-40a7-bfab-7c120b55d7f5,user_2989876@example.org,$2b$12$jZrZQ3nGSzpcrlINHsbX7zR4c1p6dcEWI9p.IrvtFUnqb31AwQomi,2025-12-07T02:26:32Z,viewer,ak_live_5971c0901f8644238ae84cb3,2026-04-08T18:14:05Z,false
8b365e83-2b93-4702-b42a-004b5bd9daef,user_3283396@ovhcloud.com,$2b$12$XUpCpS3tuvYTCdRWcHG1sPvhkxLyDvluZZPjevX6EhL1JIKwcFf1i,2025-03-28T05:22:48Z,viewer,ak_live_1b169e299fc541e1b1c7e072,2026-05-06T04:27:42Z,false
ab4607b6-ed0d-4b5b-a74e-fd5c643ff542,user_4199970@example.org,$2b$12$sTgFWmcaeVSXTJs1O/uKGBc3LfK3oRV.0eocL4D.C.vv1Uig4Fs9E,2025-04-19T08:18:08Z,operator,ak_live_ae7c1bd5a1fa410eab2b88a0,2026-04-03T20:17:54Z,false
58d7220f-ce92-4120-9b97-8887b81616e4,user_7098119@example.org,$2b$12$m2qKVw3ivzUb1pAdlVpnWrWHr4usLQ0UvhfJMTBwAh.GYTpM8JeEk,2025-05-11T01:19:42Z,superadmin,ak_live_f2540f1bd3034c468078f40a,2026-03-11T20:19:17Z,true
850e1d22-c5de-4676-819e-af9f7c7f9818,user_9745954@corp.internal,$2b$12$Xg8lFxHhf6I5kKn34P.puTkjd.Wmz7KF00FxTnTmMDBODJCvHeVQ7,2025-11-19T16:00:38Z,support,ak_live_1617e131a17c4e78a60d30e6,2026-01-23T07:43:42Z,true
