id,email,password_hash,created_at,role,api_key,last_login,is_active
57224c3b-62b1-48df-a415-aa49bba18feb,user_1067570@lab.internal,$2b$12$iCXPjersJMym9dj9IYQNBmQ0tQkLPC/tftz5DWlMcDgymCaZAXkIL,2025-02-19T06:49:57Z,operator,ak_live_e8beb59f4a064b8b8328568a,2026-03-10T21:06:50Z,true
304cb655-7290-497c-8db7-5056d4ebd3e4,user_478755@example.org,$2b$12$hnjHEit77eJLgWBelTJXwMiVSbWS7Z7XBXCdk/cRSEEreGPzi3zJY,2025-12-18T14:37:43Z,admin,ak_live_3de8f3a9e35948c78fa1c4de,2026-05-06T03:39:50Z,true
2963ee2e-7d1f-41a7-ab46-c17993c88898,user_800179@example.org,$2b$12$9mLWDnasiQ/gM9odvq.cWvFGkEmMMDF0bviaCxdW6jvtWQ/KtNoAZ,2025-07-21T01:05:51Z,superadmin,ak_live_02a1e9998554477e8e758113,2026-01-06T01:02:20Z,true
057d8eb9-bfa1-4a82-ad8b-bd4c27c0134c,user_6084800@corp.internal,$2b$12$PwMvoB5XHSWhLcwlUD/rDYXgPUe/3w5oCyKNs7BQLSGFPAQFXLpxx,2025-10-12T21:53:19Z,api_user,ak_live_ad252a916234430481498ad3,2026-03-12T07:25:42Z,true
37aa9f99-5e61-4da4-9d02-428ce2d384d2,user_4755967@ovhcloud.com,$2b$12$GFE29Pu6u2iCiRPi4obSQVz7nHBUWeFJpaG7zPJa2L0ARrPu8DYP.,2025-12-25T11:19:38Z,operator,ak_live_a34cb196d701453da7b4f72e,2026-04-13T05:13:23Z,true
a967e33c-b9ad-468c-941e-b05eb41d0132,user_2066100@example.org,$2b$12$yyGyYiNVg4F9VNRk6nrGIUyuEKB5faVyR38nG0L1400abRYiC5Jqk,2025-09-06T22:38:24Z,superadmin,ak_live_72185e446893490492519d8d,2026-02-07T18:28:42Z,false
bda1865d-3dbf-4756-8df8-6e6411d69264,user_16382@example.org,$2b$12$FyhRhzWR/uCm5upzAwI.m71ipn7QDzCRsEpuPYxKT1QCMCjI7VxCW,2025-09-07T12:26:07Z,superadmin,ak_live_15933089394f4e4b99131c38,2026-04-14T19:42:52Z,true
b5c4062f-5a57-4e4b-9b4b-397e96acd678,user_4465335@ovhcloud.com,$2b$12$Y.EYFeCiHkbw3EDEOGA69dTm.UeRoowqHKwUAlzM3rMSe5PwkwpRp,2025-11-15T15:00:00Z,superadmin,ak_live_2b2d70436c6e43a5ad7e9ef7,2026-05-14T07:24:56Z,false
c2309e10-e83a-46b1-b549-60643743cea3,user_7277722@corp.internal,$2b$12$.qfYUUFxiS1r7I0ALpg/dL01fJnKfF4AxT9xwBPCQ2AkHCAf7IQC0,2025-12-13T02:24:43Z,superadmin,ak_live_a2a2fa62a2104ae0aee7c961,2026-02-10T20:26:56Z,true
3f9692c0-ae80-483a-91e6-01bea83ddd58,user_903842@corp.internal,$2b$12$/Q9vSla3by8s1lF7m8s74cuDRwQEPmLZsmEhXOXwdkHs6JftvAIVo,2025-04-05T05:53:43Z,operator,ak_live_44b060d87b774335be3eb998,2026-02-07T05:22:17Z,true
